name,constituency,session
Mustafa Kubilay İmer,Konya,14
Mustafa Maden,Ankara,14
Mustafa Neşet Tanrıdağ,Yozgat,14
Mustafa Ok,Manisa,14
Mustafa Orhan Daut,Manisa,14
Mustafa Rona,Artvin,14
Mustafa Sabri Sözeri,Tekirdağ,14
Mustafa Tayyar,Bursa,14
Mustafa Timisi,Sivas,14
Mustafa Üstündağ,Konya,14
Mustafa Vedat Önsal,Sakarya,14
Muzaffer Akdoğanlı,Kastamonu,14
Muzaffer Fazlı Arınç,İzmir,14
Muzaffer Naci Çerezci,Niğde,14
Naci Gacıroğlu,Erzurum,14
Naci Yıldırım,Erzincan,14
Nadir Yavuzkan,Burdur,14
Nafiz Kurt,Samsun,14
Nafiz Yıldırım,Diyarbakır,14
Nahit Menteşe,Aydın,14
Nail Atlı,Bursa,14
Naime İkbal Tokgöz,İstanbul,14
Necati Aksoy,Urfa,14
Necati Alp,Gümüşhane,14
Necati Çakıroğlu,Trabzon,14
Necdet Uğur,İstanbul,14
Necmettin Cevheri,Urfa,14
Necmettin Erbakan,Konya,14
Necmettin Gönenç,Diyarbakır,14
Nedim Karahalil,Tekirdağ,14
Nevzat Cihat Bilgehan,Balıkesir,14
Nevzat Güngör,Ağrı,14
Nihat Bayramoğlu,Bolu,14
Nihat Kale,Samsun,14
Nihat Kürşat,İzmir,14
Nimet Ağaoğlu,Muş,14
Nizamettin Erkmen,Giresun,14
Nurettin Ok,Çankırı,14
Nurettin Özdemir,Gümüşhane,14
Nuri Bayar,Sakarya,14
Nuri Çelik Yazıcıoğlu,Çankırı,14
Nuri Eroğan,İstanbul,14
Oğuz Aygün,Ankara,14
Ömer Buyrukçu,Antalya,14
Ömer Eken,Antalya,14
Ömer Faruk Sanaç,Elazığ,14
Önol Şakar,Manisa,14
Orhan Ali Deniz,Kastamonu,14
Orhan Alp,Ankara,14
Orhan Birgit,Ankara,14
Orhan Cemal Fersoy,İstanbul,14
Orhan Demir Sorguç,İzmir,14
Orhan Dengiz,Uşak,14
Orhan Eren,Ankara,14
Orhan Eyüboğlu,İstanbul,14
Orhan Kabibay,İstanbul,14
Orhan Oğuz,Eskişehir,14
Orhan Okay,Konya,14
Orhan Öztrak,Tekirdağ,14
Orhan Vural,Ordu,14
Osman Bölükbaşı,Ankara,14
Osman Hacıbaloğlu,Tokat,14
Osman Özer,İstanbul,14
Osman Soğukpınar,Ankara,14
Osman Tarı,Balıkesir,14
Osman Yeltekin,Kars,14
Özer Ölçmen,Konya,14
Rafet Eker,Antalya,14
Rasim Cinisli,Erzurum,14
Refet Sezgin,Çanakkale,14
Reşit Akif Ülker,İstanbul,14
Reşit Önder,Tokat,14
Rıfkı Danışman,Erzurum,14
Rıza Kuas,İstanbul,14
Sabahattin Aras,Erzurum,14
Sabahattin Savcı,Diyarbakır,14
Sabit Osman Avcı,Artvin,14
Sabri Yahşi,Kocaeli,14
Sadettin Bilgiç,İstanbul,14
Şadi Binay,Bilecik,14
Sadi Koçaş,Konya,14
Sadık Perinçek,Erzincan,14
Sadık Tekin Müftüoğlu,Zonguldak,14
Sadrettin Çanga,Bursa,14
Salih Aygün,Amasya,14
Salih Zeki Altunbaş,Balıkesir,14
Salih Zeki Köseoğlu,Rize,14
Samet Güldoğan,Elazığ,14
Sami Arslan,Denizli,14
Sami İlhan,Malatya,14
Sami Kumbasar,Rize,14
Selahattin Güven,Trabzon,14
Selahattin Hakkı Esatoğlu,Nevşehir,14
Selahattin Oran,Siirt,14
Selçuk Erverdi,Erzurum,14
Şerafettin Yıldırım,Ankara,14
Şeref Bakşık,İzmir,14
Şevket Adalan,İzmir,14
Şevket Asbuzoğlu,Eskişehir,14
Şevket Yılmaz,Adana,14
Şevki Altındağ,Mardin,14
Şevki Güler,Afyonkarahisar,14
Seyfi Güneştan,Mardin,14
Seyfi Öztürk,Eskişehir,14
Sezai Ergun,Konya,14
Sezai Orkunt,İstanbul,14
Sinan Bosna,Ankara,14
Sinan Fevzi Fırat,Zonguldak,14
Şinasi Çolakoğlu,Gaziantep,14
Şinasi Osma,İzmir,14
Şinasi Özdenoğlu,Ankara,14
Şükrü Akkan,İzmir,14
Süleyman Çağlar,Manisa,14
Süleyman Çiloğlu,Antalya,14
Süleyman Demirel,Isparta,14
Süleyman Mutlu,Afyonkarahisar,14
Tahsin Yılmaz Öztuna,Konya,14
Talat Asal,Samsun,14
Talat Köseoğlu,Hatay,14
Talat Orhon,İzmir,14
Tekin Erer,İstanbul,14
Tevfik Koraltan,Sivas,14
Teyfik Fikret Övet,Sinop,14
Tufan Doğan Avşargil,Kayseri,14
Turgut Artaç,Kars,14
Turgut Nizamoğlu,Yozgat,14
Turgut Toker,Ankara,14
Turgut Topaloğlu,İstanbul,14
Turgut Topaloğlu,Adana,14
Turhan Feyzioğlu,Kayseri,14
Turhan Özgüner,İçel (Mersin),14
Vahit Bozatlı,Sivas,14
Vedat Ali Özkan,Kayseri,14
Vefa Tanır,Konya,14
Vehbi Engiz,Kocaeli,14
Vehbi Melik,Urfa,14
Vehbi Meşhur,Amasya,14
Vehbi Sınmaz,Manisa,14
Veli Bakırlı,Manisa,14
Veli Gülkan,Edirne,14
Veyis Koçulu,Kars,14
Veysi Kadıoğlu,Maraş,14
Yakup Çağlayan,Çorum,14
Yaşar Akal,Samsun,14
Yaşar Bir,Sakarya,14
Yavuz Acar,Amasya,14
Yılmaz Alpaslan,Tekirdağ,14
Yüksel Menderes,Aydın,14
Yusuf Azizoğlu,Diyarbakır,14
Yusuf Ulusoy,Tokat,14
Yusuf Uysal,Isparta,14
Yusuf Ziya Önder,Sivas,14
Yusuf Ziya Yağcı,Ankara,14
Yusuf Ziya Yılmaz,Adıyaman,14
Zeki Çeliker,Siirt,14
Zekiye Gülsen,Çanakkale,14
Abdi Özkök,Bolu,15
Abdülbaki Cartı,Siirt,15
Abdulkadir Öncel,Urfa,15
Abdülkerim Doğru,Kars,15
Abdülkerim Zilan,Siirt,15
Abdullah Bazancir,Bingöl,15
Abdullah Cilli,Hatay,15
Abdüllatif Ensarioğlu,Diyarbakır,15
Abdurrahim Erdem,Antalya,15
Abdurrahman Köksaloğlu,İstanbul,15
Abdurrahman Ünsal,Adıyaman,15
Abidin İnan Gaydalı,Bitlis,15
Adil Ali Cinel,Trabzon,15
Adil Demir,İzmir,15
Adnan Akarca,Muğla,15
Ahmet Akçeel,Balıkesir,15
Ahmet Arıkan,Sivas,15
Ahmet Bahir Ersoy,İstanbul,15
Ahmet Balkan,Manisa,15
Ahmet Buldanlı,Muğla,15
Ahmet Çakmak,Bolu,15
Ahmet Durakoğlu,Sivas,15
Ahmet Hamdi Çelebi,Muş,15
Ahmet Haşim Benli,Kütahya,15
Ahmet İhsan Kırımlı,Balıkesir,15
Ahmet Karaaslan,Malatya,15
Ahmet Mahir Ablum,Kütahya,15
Ahmet Nihat Akın,Zonguldak,15
Ahmet Orhan Senemoğlu,Elazığ,15
Ahmet Şener,Trabzon,15
Ahmet Tevfik Paksu,Maraş,15
Ahmet Topaloğlu,Adana,15
Ahmet Türk,Mardin,15
Ahmet Türkel,Bursa,15
Ahmet Yılmaz,Uşak,15
Alev Coşkun,İzmir,15
Ali Acar,Samsun,15
Ali Döğerli,Muğla,15
Ali Elverdi,Bursa,15
Ali Fuat Eyüboğlu,Yozgat,15
Ali İhsan Balım,Isparta,15
Ali İhsan Ulubahşi,Afyonkarahisar,15
Ali Kökbudak,Konya,15
Ali Kurt,Tokat,15
Ali Naili Erdem,İzmir,15
Ali Nejat Ölçen,İstanbul,15
Ali Recai İskenderoğlu,Diyarbakır,15
Ali Sanlı,Burdur,15
Ali Şevki Erek,Tokat,15
Ali Topuz,İstanbul,15
Ali Yılmaz,Hatay,15
Ali Zülfikaroğlu,Maraş,15
Alparslan Türkeş,Adana,15
Alpdoğan Öztunç,İstanbul,15
Arif Hüdai Oral,Denizli,15
Arif Kemal Önder,İzmir,15
Arif Tosyalıoğlu,Çankırı,15
Ata Bodur,Ordu,15
Atilla Atila,Elazığ,15
Ayşe Aliye Köksal,Eskişehir,15
Azmi Yavuzalp,Niğde,15
Bahattin Karakoç,Diyarbakır,15
Bahri Dağdaş,Konya,15
Battal Köksal,Adana,15
Behiç Tozkoparan,Aydın,15
Bilal Taranoğlu,Ordu,15
Bülent Ecevit,Zonguldak,15
Cahit Angın,Çorum,15
Cahit Karakaş,Zonguldak,15
Cahit Kayra,Ankara,15
Celal Paydaş,Urfa,15
Celal Ünver,Malatya,15
Cemal Cebeci,Kayseri,15
Cemal Külahlı,Bursa,15
Cemal Tercan,İzmir,15
Cemil Erhan,Ağrı,15
Cemil Ünal,Kars,15
Cemil Yavaş,İstanbul,15
Çetin Yılmaz,İçel (Mersin),15
Cevat Atılgan,Tokat,15
Cevat Önder,Ankara,15
Cevat Sayın,Edirne,15
Cevat Yalçın,Rize,15
Coşkun Karagözoğlu,İzmir,15
Davut Aksu,Kars,15
Deniz Baykal,Antalya,15
Doğan Araslı,Kars,15
Doğan Kitaplı,Samsun,15
Ekrem Dikmen,Trabzon,15
Ekrem Kangal,Sivas,15
Ekrem Şadi Erdem,Artvin,15
Emin Acar,Bursa,15
Emin Bilen Tümer,Adana,15
Engin Ünsal,İstanbul,15
Enver Akova,Sivas,15
Erol Çevikçe,Adana,15
Erol Tuncer,Gümüşhane,15
Etem Eken,Çorum,15
Fahri Birer,Samsun,15
Fahri Özçelik,Antalya,15
Faik Kırbaşlı,Burdur,15
Faiz Sarlar,Antalya,15
Faruk Sükan,Konya,15
Fatma Gülhis Mankut,İstanbul,15
Fehim Adak,Mardin,15
Fehmi Cumalıoğlu,İstanbul,15
Feriha Fatma Öztürk,Ankara,15
Ferruh Bozbeyli,İstanbul,15
Feyzullah Değerli,Tokat,15
Fikri Pehlivanlı,Ankara,15
Fuat Avcı,Denizli,15
Fuat Uysal,Samsun,15
Gıyasettin Karaca,Erzurum,15
Gündüz Sevilgen,Manisa,15
Hakkı Gökçe,Malatya,15
Halil Ağar,Adıyaman,15
Halil Başol,Tekirdağ,15
Halil Dere,Muğla,15
Halil Karaatlı,Bursa,15
Halit Evliya,Maraş,15
Halit Kahraman,Diyarbakır,15
Haluk Ülman,İstanbul,15
Harun Aytaç,Bolu,15
Hasan Aksay,İstanbul,15
Hasan Basri Akgiray,İstanbul,15
Hasan Bütüner,Amasya,15
Hasan Buz,Elazığ,15
Hasan Celalettin Ezman,Bingöl,15
Hasan Cerit,Adana,15
Hasan Çetinkaya,Erzincan,15
Hasan Değer,Diyarbakır,15
Hasan Esat Işık,Bursa,15
Hasan Ferda Güley,Ordu,15
Hasan Korkmazcan,Denizli,15
Hasan Özçelik,Ankara,15
Hasan Sever,Çanakkale,15
Hasan Tosyalı,Kastamonu,15
Hasan Vamık Tekin,Giresun,15
Hasan Yıldırım,Kars,15
Hasan Zengin,Manisa,15
Hayati Savaşçı,Samsun,15
Haydar Özalp,Niğde,15
Haydar Ulusoy,Tokat,15
Hayrettin Nakipoğlu,Kayseri,15
Hayrettin Uysal,Sakarya,15
Hikmet Baloğlu,İçel (Mersin),15
Hilmi Okçu,Manisa,15
Hilmi Öztürk,Kastamonu,15
Hilmi Türkmen,Samsun,15
Hüsamettin Akmumcu,Ankara,15
Hüsamettin Atabeyli,Erzincan,15
Hüsamettin Tiyanşan,İstanbul,15
Hüseyin Abbas,Tokat,15
Hüseyin Avni Kavurmacıoğlu,Niğde,15
Hüseyin Cahit Erdemir,Kütahya,15
Hüseyin Deniz,Malatya,15
Hüseyin Erçelik,Denizli,15
Hüseyin Kadri Eyüboğlu,Trabzon,15
Hüseyin Keçeli,Konya,15
Hüseyin Özalp,Samsun,15
Hüseyin Özdemir,İstanbul,15
Hüseyin Sabri Keskin,Kastamonu,15
Hüseyin Suat Sungur,Bursa,15
Hüsnü Cahit Koçkar,Amasya,15
İbrahim Akdoğan,Kocaeli,15
İbrahim Aysoy,Mardin,15
İbrahim Bedreddin Elmalılı,Afyonkarahisar,15
İbrahim Behram Eker,Balıkesir,15
İbrahim Etem Kılıçoğlu,Giresun,15
İbrahim Ethem Güngör,Eskişehir,15
İbrahim Göktepe,İçel (Mersin),15
İbrahim Hortoğlu,Gaziantep,15
İbrahim Saffet Omay,Ankara,15
İbrahim Tekin,Adana,15
İdris Arıkan,Siirt,15
İhsan Arslan,Yozgat,15
İhsan Ataöv,Antalya,15
İhsan Bedirhanoğlu,Van,15
İhsan Nazmi Tombuş,Çorum,15
İhsan Toksarı,İstanbul,15
İlhami Çetin,Yozgat,15
İlhami Sancar,İstanbul,15
İlhan Aytekin,Balıkesir,15
İlhan Ersoy,Kütahya,15
İlhan Işık,Edirne,15
İlhan Özbay,İstanbul,15
İlter Çubukçu,Adana,15
İlyas Kılıç,Samsun,15
İlyas Seçkin,Ankara,15
İmam Hüseyin İncioğlu,Gaziantep,15
İrfan Yankutan,Samsun,15
İsa Ayhan,Aydın,15
İsmail Hakkı Birler,Tokat,15
İsmail Hakkı Ketenoğlu,Ankara,15
İsmail Hakkı Köylüoğlu,Ankara,15
İsmail Hakkı Tekinel,İstanbul,15
İsmail Hakkı Yıldırım,Erzurum,15
İsmail Müftüoğlu,Sakarya,15
İsmail Taşlı,İzmir,15
İsmet Ağaoğlu,Maraş,15
İsmet Büyükyaylacı,Konya,15
İsmet Sezgin,Aydın,15
Kadir Özpak,Uşak,15
Kamil Kırıkoğlu,Ankara,15
Kamil Özsarıyıldız,Kayseri,15
Kasım Emre,Muş,15
Kasım Önadım,Bursa,15
Kasım Parlar,Çorum,15
Kaya Bengisu,İzmir,15
Kemal Ataman,Ankara,15
Kemal Demir,Bolu,15
Kemal Güven,Kars,15
Kemal Okyay,Kars,15
Kemal Şensoy,Ordu,15
Kemal Tabak,Adıyaman,15
Kemal Ziya Öztürk,Aydın,15
Kemalettin Gökakın,Konya,15
Kenan Durukan,Ankara,15
Kenan Durukan,Sakarya,15
Kerem Şahin,Ağrı,15
Kinyas Kartal,Van,15
Kıvılcım Kemal Anadol,Zonguldak,15
Korkut Özal,Erzurum,15
Lütfi Köktaş,Trabzon,15
Mahmut Kepolu,Diyarbakır,15
Mahmut Türkmenoğlu,İzmir,15
Mahmut Uyanık,Diyarbakır,15
Malik Yılman,Hatay,15
Mehdi Keskin,Kastamonu,15
Mehmet Aksoy,Urfa,15
Mehmet Ali Arsan,Çankırı,15
Mehmet Altınsoy,Niğde,15
Mehmet Altmışyedioğlu,Kayseri,15
Mehmet Arslantürk,Trabzon,15
Mehmet Atagün,Kırklareli,15
Mehmet Bıyık,Niğde,15
Mehmet Bozgeyik,Gaziantep,15
Mehmet Can,Adana,15
Mehmet Celal Bucak,Urfa,15
Mehmet Dedeoğlu,Kırklareli,15
Mehmet Delikaya,Malatya,15
Mehmet Emekli,Bursa,15
Mehmet Emin Sungur,İstanbul,15
Mehmet Emin Turgutalp,Giresun,15
Mehmet Ergül,Bilecik,15
Mehmet Ersoy,Kütahya,15
Mehmet Fuat Fırat,Erzurum,15
Mehmet Hulusi Özkul,Adana,15
Mehmet İhsan Karaçam,Sivas,15
Mehmet İlhami Ertem,Edirne,15
Mehmet İsmet Angı,Eskişehir,15
Mehmet Kazım Özeke,İstanbul,15
Mehmet Nebil Oktay,Siirt,15
Mehmet Necati Kalaycıoğlu,Konya,15
Mehmet Oğuz Atalay,Konya,15
Mehmet Orhan Akkoyunlu,Gümüşhane,15
Mehmet Özdal,Maraş,15
Mehmet Özgür,Trabzon,15
Mehmet Özkaya,Gaziantep,15
Mehmet Özmen,Gaziantep,15
Mehmet Pamuk,Maraş,15
Mehmet Rıza Çerçel,Afyonkarahisar,15
Mehmet Sabri Dörtkol,Nevşehir,15
Mehmet Sait Erbil,Ordu,15
Mehmet Sait Reşa,Hatay,15
Mehmet Salih Yıldız,Van,15
Mehmet Selahattin Kılıç,Adana,15
Mehmet Sönmez,Hatay,15
Mehmet Turgut,Bursa,15
Mehmet Turhan Akyol,Malatya,15
Mehmet Yüceler,Kayseri,15
Mehmet Zeki Okur,Zonguldak,15
Mehmet Zeki Tekiner,Nevşehir,15
Memduh Ekşi,Ordu,15
Memduh Erdemir,Kırşehir,15
Mete Tan,Afyonkarahisar,15
Metin Tüzün,İstanbul,15
Mikail İlçin,Hakkâri,15
Mir Bahattin Yardımcı,Ağrı,15
Muammer Alıcı,Ankara,15
Müfit Bayraktar,Bolu,15
Muhyettin Mutlu,Bitlis,15
Murat Bayrak,Çanakkale,15
Murat Kahyaoğlu,Eskişehir,15
Muslih Görentaş,Van,15
Mustafa Aksoy,Kırşehir,15
Mustafa Asri Ünsür,Yozgat,15
Mustafa Cesur,Isparta,15
Mustafa Dağıstanlı,Samsun,15
Mustafa Güneş,Gaziantep,15
Mustafa İmirzalıoğlu,Ankara,15
Mustafa Kaptan,Sinop,15
Mustafa Kara,İstanbul,15
Mustafa Karaman,Gümüşhane,15
Mustafa Kemal Alver,Balıkesir,15
Mustafa Kemal Çilesiz,Giresun,15
Mustafa Kemal Erkovan,Ankara,15
Mustafa Kemal Gönül,Ordu,15
Mustafa Kılıç,Urfa,15
Mustafa Kubilay İmer,Konya,15
Mustafa Ok,Manisa,15
Mustafa Parlar,İstanbul,15
Mustafa Şükrü Koç,Aydın,15
Mustafa Tayyar,Bursa,15
Mustafa Timisi,Sivas,15
Mustafa Üstündağ,Konya,15
Mustafa Vedat Önsal,Sakarya,15
Mutlu Menderes,Aydın,15
Muzaffer Demirtaş,Konya,15
Muzaffer Erdem,Bilecik,15
Nadir Latif İslam,Sakarya,15
Nahit Menteşe,Aydın,15
Nasuh Nazif Arslan,Sivas,15
Nazım Baş,İçel (Mersin),15
Necati Aksoy,Urfa,15
Necati Cebe,Balıkesir,15
Neccar Türkcan,İzmir,15
Necdet Evliyagil,Ankara,15
Necdet Ökmen,İstanbul,15
Necdet Uğur,İstanbul,15
Necmettin Cevheri,Urfa,15
Necmettin Erbakan,Konya,15
Necmi Özgür,Manisa,15
Nedim Korkmaz,Yozgat,15
Nevzat Cihat Bilgehan,Balıkesir,15
Nihan İlgün,Tekirdağ,15
Nihat Saltık,Tunceli,15
Nilüfer Gürsoy,İstanbul,15
Niyazi Onal,Eskişehir,15
Nizamettin Erkmen,Giresun,15
Nurettin Karsu,Erzincan,15
Nurettin Ok,Çankırı,15
Nurettin Yılmaz,Mardin,15
Nuri Bayar,Sakarya,15
Oğuz Aygün,Ankara,15
Oğuz Söğütlü,Maraş,15
Oğuzhan Asiltürk,Ankara,15
Ömer Buyrukçu,Antalya,15
Ömer Çakıroğlu,Trabzon,15
Ömer Kahraman,Tekirdağ,15
Ömer Lütfi Zararsız,Yozgat,15
Ömer Naimi Barım,Elazığ,15
Önder Sav,Ankara,15
Önol Şakar,Manisa,15
Oral Mavioğlu,İçel (Mersin),15
Orhan Alp,Ankara,15
Orhan Birgit,İstanbul,15
Orhan Demir Sorguç,İzmir,15
Orhan Dengiz,Uşak,15
Orhan Eren,Ankara,15
Orhan Eyüboğlu,İstanbul,15
Orhan Göncüoğlu,Zonguldak,15
Orhan Oğuz,Eskişehir,15
Orhan Tokuz,Gaziantep,15
Orhan Üretmen,Balıkesir,15
Orhan Yılmaz,Giresun,15
Osman Aykul,Burdur,15
Osman Ceran,Ankara,15
Osman Çıtırık,Adana,15
Osman Orhan Çaneri,Çanakkale,15
Osman Özer,İstanbul,15
Osman Yılmaz Karaosmanoğlu,Rize,15
Özer Ölçmen,Konya,15
Ragıp Üner,Nevşehir,15
Ramazan Yıldırım,Adıyaman,15
Rasim Cinisli,Erzurum,15
Rasim Gürsoy,İçel (Mersin),15
Rasim Hancıoğlu,Afyonkarahisar,15
Rasim Küçükel,Elazığ,15
Rauf Kandemir,Ankara,15
Refet Sezgin,Çanakkale,15
Remzi Özen,İzmir,15
Remzi Yılmaz,Antalya,15
Reşat Aksoy,Konya,15
Reşit Akif Ülker,İstanbul,15
Rıfkı Danışman,Erzurum,15
Rıza Gençoğlu,Denizli,15
Rıza Polat,Ağrı,15
Sabahattin Adalı,Hatay,15
Sabahattin Selek,Ankara,15
Sabit Osman Avcı,Artvin,15
Sabri İnce,Hatay,15
Sabri Tığlı,Kastamonu,15
Sabri Yahşi,Kocaeli,15
Sadettin Bilgiç,İstanbul,15
Sadık Tekin Müftüoğlu,Zonguldak,15
Sadrettin Çanga,Bursa,15
Sadullah Usumi,Balıkesir,15
Sait Saylam,Kırşehir,15
Sami Arslan,Denizli,15
Sami Kumbasar,Rize,15
Şammas Yaşar Arıbaş,Niğde,15
Sebati Ataman,Zonguldak,15
Sedat Akay,Kocaeli,15
Selçuk Erverdi,Erzurum,15
Selçuk İmamoğlu,Kayseri,15
Senai Yazıcı,Ordu,15
Şener Battal,Konya,15
Servet Bayramoğlu,İstanbul,15
Şevket Kazan,Kocaeli,15
Seyfi Güneştan,Mardin,15
Seyfi Öztürk,Eskişehir,15
Sinan Fevzi Fırat,Zonguldak,15
Şinasi Osma,İzmir,15
Sudi Reşat Saruhan,Rize,15
Şükriye Tok,İstanbul,15
Şükrü Yüzbaşıoğlu,Afyonkarahisar,15
Süleyman Arif Emre,İstanbul,15
Süleyman Çağlar,Manisa,15
Süleyman Demirel,Isparta,15
Süleyman Genç,İzmir,15
Süleyman Mutlu,Afyonkarahisar,15
Süleyman Şimşek,İçel (Mersin),15
Süleyman Tuncel,Manisa,15
Süleyman Yıldırım,Tunceli,15
Talat Asal,İzmir,15
Talat Oğuz,Mardin,15
Tankut Akalın,Kırklareli,15
Tekin İleri Dikmen,Muş,15
Teyfik Fikret Övet,Sinop,15
Tufan Doğan Avşargil,Kayseri,15
Turan Güneş,Kocaeli,15
Turgut Altunkaya,Artvin,15
Turgut Toker,Ankara,15
Turgut Yücel,Gümüşhane,15
Turhan Feyzioğlu,Kayseri,15
Turhan Utku,Çorum,15
Ünat Demir,Muğla,15
Vahidettin Karaçorlu,Sivas,15
Vahit Bozatlı,Sivas,15
Vahit Yaşar Çalın,İstanbul,15
Vecdi İlhan,Kastamonu,15
Vefa Tanır,Konya,15
Vehbi Meşhur,Amasya,15
Veli Bakırlı,Manisa,15
Veli Gülkan,Edirne,15
Yahya Akdağ,Erzurum,15
Yakup Çağlayan,Çorum,15
Yalçın Oğuz,Sinop,15
Yasin Bozkurt,Kars,15
Yasin Hatiboğlu,Çorum,15
Yavuz Acar,Amasya,15
Yılmaz Alpaslan,Tekirdağ,15
Yılmaz Ergenekon,İzmir,15
Yılmaz Hocaoğlu,Adana,15
Yücel Dirik,İzmir,15
Yüksel Çakmur,İzmir,15
Yusuf Öztürkmen,Gaziantep,15
Yusuf Uysal,Isparta,15
Yusuf Ziya Yağcı,Ankara,15
Zekai Altınay,Zonguldak,15
Zekai Yaylalı,Erzurum,15
Zekiye Gülsen,Çanakkale,15
Abdulgani Aşık,Kayseri,16
Abdülkadir Kaya,Siirt,16
Abdülkadir Timurağaoğlu,Mardin,16
Abdülkerim Doğru,Kars,16
Abdülkerim Zilan,Siirt,16
Abdullah Öner Miski,Hatay,16
Abdullah Tomba,İstanbul,16
Abdüllatif Ensarioğlu,Diyarbakır,16
Abdulmuttalip Gül,Zonguldak,16
Abdurrahman Köksaloğlu,İstanbul,16
Abdurrahman Oğultürk,Ankara,16
Abdurrahman Ünsal,Adıyaman,16
Abidin İnan Gaydalı,Bitlis,16
Adem Ali Sarıoğlu,Kocaeli,16
Adil Ali Cinel,Trabzon,16
Adil Demir,İzmir,16
Adnan Keskin,Denizli,16
Agah Oktay Güner,Konya,16
Ahmet Altun,Samsun,16
Ahmet Bahir Ersoy,İstanbul,16
Ahmet Buldanlı,Muğla,16
Ahmet Çakmak,Bolu,16
Ahmet Çimbek,Çorum,16
Ahmet Çobanoğlu,Konya,16
Ahmet Gültekin Kızılışık,Zonguldak,16
Ahmet Hamdi Çelebi,Ankara,16
Ahmet Hamdi Şam,Ağrı,16
Ahmet Hamdi Sancar,Denizli,16
Ahmet İsmet Çanakcı,Ankara,16
Ahmet Karaaslan,Malatya,16
Ahmet Karahan,Gaziantep,16
Ahmet Mahir Ablum,Kütahya,16
Ahmet Melik,Şanlıurfa,16
Ahmet Nihat Akay,Çanakkale,16
Ahmet Sayın,Burdur,16
Ahmet Şener,Trabzon,16
Ahmet Taner Kışlalı,İzmir,16
Ahmet Topaloğlu,Adana,16
Ahmet Türk,Mardin,16
Ahmet Zeydan,Hakkâri,16
Akın Simav,İzmir,16
Alaettin Şahin,Sinop,16
Alev Coşkun,İzmir,16
Ali Ak,İçel (Mersin),16
Ali Elverdi,Bursa,16
Ali Fuat Eyüboğlu,Yozgat,16
Ali Gürbüz,Sivas,16
Ali Haydar Eyüboğlu,İçel (Mersin),16
Ali Haydar Veziroğlu,Tunceli,16
Ali Hayri Elçioğlu,Ankara,16
Ali İhsan Ulubahşi,Afyonkarahisar,16
Ali İrfan Haznedar,Kütahya,16
Ali Kırca,Malatya,16
Ali Köymen,Giresun,16
Ali Kurt,Tokat,16
Ali Naili Erdem,İzmir,16
Ali Nejat Ölçen,İstanbul,16
Ali Nihat Karol,Kastamonu,16
Ali Rıza Septioğlu,Elazığ,16
Ali Şevki Erek,Tokat,16
Ali Topuz,İstanbul,16
Ali Yılmaz,Hatay,16
Alişan Canpolat,Ankara,16
Alparslan Türkeş,Adana,16
Altan Öymen,Ankara,16
Altan Tuna,Çanakkale,16
Arif Tosyalıoğlu,Çankırı,16
Arslan Topçubaşı,Çorum,16
Atıf Akın,Manisa,16
Avni Akyol,Bolu,16
Avni Gürsoy,Zonguldak,16
Aydın Menderes,Konya,16
Ayhan Altuğ,İstanbul,16
Aysel Uğural,İzmir,16
Azimet Köylüoğlu,Sivas,16
Bahattin Karakoç,Diyarbakır,16
Bahri Dağdaş,Kars,16
Barbaros Turgut Boztepe,Sakarya,16
Bayram Turan Çetin,Bolu,16
Behiç Tozkoparan,Aydın,16
Bekir Adıbelli,Ankara,16
Bilal Taranoğlu,Ordu,16
Bülent Ecevit,Zonguldak,16
Burhan Ecemiş,Niğde,16
Burhan Garip Şavlı,Muş,16
Burhan Karaçelik,Zonguldak,16
Çağlayan Ege,İstanbul,16
Cahit Karakaş,Zonguldak,16
Cavittin Yenal,Edirne,16
Celal Doğan,Gaziantep,16
Celal Ertuğ,Elazığ,16
Celal Paydaş,Şanlıurfa,16
Celal Yardımcı,İstanbul,16
Cemal Aktaş,Burdur,16
Cemal Külahlı,Bursa,16
Cemal Tercan,İzmir,16
Cemalettin İnkaya,Balıkesir,16
Cemalettin Köklü,Bilecik,16
Cengiz Gökçek,Gaziantep,16
Cengiz Özyalçın,İstanbul,16
Cengiz Şenses,Ankara,16
Cevat Atılgan,Tokat,16
Cevdet Akçalı,Adana,16
Coşkun Karagözoğlu,İzmir,16
Deniz Baykal,Antalya,16
Doğan Araslı,Kars,16
Doğan Güneş,İstanbul,16
Doğan Güneşli,Kırşehir,16
Doğan Onur,İstanbul,16
Durmuş Ali Çalık,Konya,16
Ekrem Çetin,Gaziantep,16
Ekrem Ceyhun,İstanbul,16
Emin Altınbaş,Gaziantep,16
Emin Atıf Şohoğlu,Denizli,16
Emin Engin Tanrıverdi,Balıkesir,16
Enver Akova,Sivas,16
Enver Karabeyoğlu,İstanbul,16
Erkin Topkaya,Manisa,16
Erol Çevikçe,Amasya,16
Erol Saraçoğlu,Ankara,16
Erol Tuncer,Gümüşhane,16
Ertoz Vahit Suiçmez,Trabzon,16
Ertuğrul Günay,Ordu,16
Ertuğrul Yolsal,İstanbul,16
Esat Kıratlıoğlu,Nevşehir,16
Eşref Cengiz,Diyarbakır,16
Etem Eken,Çorum,16
Etem Naci Altunay,Amasya,16
Faik Öztürk,Elazığ,16
Faik Türün,Manisa,16
Faruk Demirtola,Tokat,16
Faruk Sükan,Konya,16
Fehim Adak,Mardin,16
