name,constituency,session
Fehmi Cumalıoğlu,İstanbul,16
Ferhat Arslantaş,İzmir,16
Ferit Gündoğan,İstanbul,16
Fethi Acar,Kastamonu,16
Feyzullah Değerli,Tokat,16
Fikri Pehlivanlı,Ankara,16
Galip Çetin,Uşak,16
Galip Kaya,Antalya,16
Gıyasettin Karaca,Erzurum,16
Günay Yalın,Ordu,16
Gündüz Ökçün,Eskişehir,16
Gündüz Onat,Kırklareli,16
Güneş Öngüt,Afyonkarahisar,16
Güngör Hun,Sakarya,16
Halil Ağar,Adıyaman,16
Halil Akgül,Diyarbakır,16
Halil Başol,Tekirdağ,16
Halil Karaatlı,Bursa,16
Halil Semih Eryıldız,Ankara,16
Halil Yurtseven,Manisa,16
Halit Evliya,Kahramanmaraş,16
Haluk Karabörklü,Bolu,16
Haluk Ülman,İstanbul,16
Hamdi Mağden,Ordu,16
Hasan Akkuş,Afyonkarahisar,16
Hasan Aksay,Adana,16
Hasan Ali Dağlı,Manisa,16
Hasan Celalettin Ezman,Bingöl,16
Hasan Cerit,Adana,16
Hasan Ekinci,Artvin,16
Hasan Esat Işık,Bursa,16
Hasan Fehmi İlter,Muğla,16
Hasan Gürsoy,Adana,16
Hasan Korkut,Kırklareli,16
Hasan Seyithanoğlu,Kahramanmaraş,16
Hasan Ünal,Antalya,16
Hasan Vamık Tekin,Giresun,16
Hasan Yıldırım,Kars,16
Hasan Zengin,Manisa,16
Haydar Demirtaş,Hatay,16
Hayrettin Uysal,Sakarya,16
Hidayet Çelebi,Kars,16
Hikmet Çetin,İstanbul,16
Hilmi İşgüzar,Sinop,16
Hüsamettin Tiyanşan,İstanbul,16
Hüseyin Avni Kavurmacıoğlu,Niğde,16
Hüseyin Cahit Erdemir,Kütahya,16
Hüseyin Çelik,Niğde,16
Hüseyin Doğan,Kahramanmaraş,16
Hüseyin Erdal,Yozgat,16
Hüseyin Erkanlı,Tunceli,16
Hüseyin Kaleli,Konya,16
Hüseyin Özalp,Samsun,16
Hüseyin Şükrü Özsüt,Isparta,16
Hüsnü Erol Yeşilpınar,İzmir,16
Hüsnü Yılmaz,Balıkesir,16
İbrahim Akdoğan,Kocaeli,16
İbrahim Boz,Nevşehir,16
İbrahim Etem Kılıçoğlu,Samsun,16
İbrahim Ethem Ezgü,Samsun,16
İbrahim Topuz,Kocaeli,16
İbrahim Vecdi Aksakal,Trabzon,16
İhsan Ataöv,Antalya,16
İhsan Bedirhanoğlu,Van,16
İhsan Kabadayı,Konya,16
İhsan Toksarı,İstanbul,16
İlhan Aytekin,Balıkesir,16
İlhan Biber,İstanbul,16
İlhan Ersoy,Kütahya,16
İlhan Özbay,İstanbul,16
İlyas Kılıç,Samsun,16
İmam Hüseyin İncioğlu,Gaziantep,16
İrfan Binay,Çanakkale,16
İrfan Özaydınlı,Balıkesir,16
İsmail Akın,Afyonkarahisar,16
İsmail Aydın,Uşak,16
İsmail Hakkı Köylüoğlu,Ankara,16
İsmail Hakkı Öztorun,Adana,16
İsmail Hakkı Tekinel,İstanbul,16
İsmail Hakkı Yıldırım,Erzurum,16
İsmail Hilmi Dura,Kastamonu,16
İsmail Özen,Eskişehir,16
İsmet Atalay,Kars,16
İsmet Sezgin,Aydın,16
Kasım Emre,Muş,16
Kasım Önadım,Bursa,16
Kaya Bengisu,İzmir,16
Kaya Çakmakçı,Antalya,16
Kemal Cevher,Trabzon,16
Kemal Doğan,Kayseri,16
Kemal Güven,Kars,16
Kemal Kacar,İstanbul,16
Kemal Kayacan,Ankara,16
Kemal Şensoy,Ordu,16
Kemal Tabak,Adıyaman,16
Kenan Akman,Kocaeli,16
Kenan Durukan,Ankara,16
Kerem Şahin,Ağrı,16
Kılıç Sorgucu,Kırşehir,16
Kinyas Kartal,Van,16
Kıvılcım Kemal Anadol,Zonguldak,16
Köksal Toptan,Zonguldak,16
Korkut Özal,Erzurum,16
Lütfi Doğan,Malatya,16
Lütfi Köktaş,Trabzon,16
Lütfi Şahin,Erzincan,16
Mahmut Kepolu,Diyarbakır,16
Mahmut Özdemir,Sivas,16
Mahmut Şevket Doğan,Kayseri,16
Mahmut Türkmenoğlu,İzmir,16
Malik Yılman,Hatay,16
Mehmet Aksoy,Şanlıurfa,16
Mehmet Atilla Ocak,Gaziantep,16
Mehmet Balta,Artvin,16
Mehmet Can,Adana,16
Mehmet Çatalbaş,Gümüşhane,16
Mehmet Celal Bucak,Şanlıurfa,16
Mehmet Çelik,Aydın,16
Mehmet Dedeoğlu,Kırklareli,16
Mehmet Doğan,Kayseri,16
Mehmet Emekli,Bursa,16
Mehmet Emin Dalkıran,Bursa,16
Mehmet Emin Seydagil,Muş,16
Mehmet Gümüşcü,Kayseri,16
Mehmet Halit Dağlı,Adana,16
Mehmet İhsan Karaçam,Ankara,16
Mehmet İlhami Ertem,Edirne,16
Mehmet Irmak,Çorum,16
Mehmet İskan Azizoğlu,Diyarbakır,16
Mehmet İsmet Angı,Eskişehir,16
Mehmet Kazım Özeke,İstanbul,16
Mehmet Nebil Oktay,Siirt,16
Mehmet Necati Kalaycıoğlu,Konya,16
Mehmet Oğuz Atalay,Konya,16
Mehmet Özkaya,Gaziantep,16
Mehmet Özutku,Afyonkarahisar,16
Mehmet Recai Kutan,Malatya,16
Mehmet Sabri Kılıç,Şanlıurfa,16
Mehmet Sadık Erdem,Antalya,16
Mehmet Sait Reşa,Hatay,16
Mehmet Salih Yıldız,Van,16
Mehmet Selahattin Kılıç,Adana,16
Mehmet Selahattin Yüksel,Uşak,16
Mehmet Şerefoğlu,Kahramanmaraş,16
Mehmet Tahir Şaşmaz,Elazığ,16
Mehmet Yaşar Göçmen,Diyarbakır,16
Mehmet Yücel Akıncı,Konya,16
Mehmet Yüceler,Kayseri,16
Mehmet Yusuf Özbaş,Kahramanmaraş,16
Mehmet Zeki Okur,Kayseri,16
Melih Kemal Küçüktepepınar,Adana,16
Memduh Ekşi,Ordu,16
Mete Tan,Afyonkarahisar,16
Metin Musaoğlu,Mardin,16
Metin Tüzün,İstanbul,16
Mevlüt Güngör Erdinç,Yozgat,16
Mevlüt Önal,Hatay,16
Mikail Aydemir,Ağrı,16
Muammer Aksoy,İstanbul,16
Müfit Bayraktar,Bolu,16
Muhammet Kelleci,Amasya,16
Muharrem Sökeli,Aydın,16
Muhyettin Mutlu,Bitlis,16
Muslih Görentaş,Van,16
Muslihittin Yılmaz Mete,Adana,16
Mustafa Başoğlu,Ankara,16
Mustafa Bulut,Edirne,16
Mustafa Dağıstanlı,Samsun,16
Mustafa Eşrefoğlu,Kırşehir,16
Mustafa Gazalcı,Denizli,16
Mustafa Güzelkılınç,Konya,16
Mustafa Kemal Aykurt,Denizli,16
Mustafa Kemal Biberoğlu,Çorum,16
Mustafa Kemal Çilesiz,Giresun,16
Mustafa Kemal Erkovan,Ankara,16
Mustafa Kılıç,Ankara,16
Mustafa Kubilay İmer,Konya,16
Mustafa Öztin,İzmir,16
Mustafa Rona,Artvin,16
Mustafa Şentürk,Malatya,16
Mustafa Üstündağ,Konya,16
Mustafa Yılankıran,Sivas,16
Mutlu Menderes,Aydın,16
Muzaffer Önder,Samsun,16
Nafiz Kurt,Samsun,16
Nahit Menteşe,Aydın,16
Nail Atlı,Bursa,16
Nazım Baş,İçel (Mersin),16
Necati Cebe,Balıkesir,16
Necati Gültekin,Ankara,16
Neccar Türkcan,İzmir,16
Necdet Uğur,İstanbul,16
Necmettin Cevheri,Şanlıurfa,16
Necmettin Erbakan,Konya,16
Nedim Tarhan,Adana,16
Nevzat Cihat Bilgehan,Balıkesir,16
Nevzat Köseoğlu,Erzurum,16
Nihan İlgün,Tekirdağ,16
Nihat Kaya,İstanbul,16
Nilüfer Gürsoy,İstanbul,16
Nizamettin Çoban,Kütahya,16
Nizamettin Erkmen,Giresun,16
Numan Uzun,İstanbul,16
Nurettin Karsu,Erzincan,16
Nurettin Ok,Çankırı,16
Nurettin Yılmaz,Mardin,16
Nuri Bayar,Sakarya,16
Nuri Bozyel,Balıkesir,16
Nuri Çelik Yazıcıoğlu,Çankırı,16
Oğuz Aygün,Ankara,16
Oğuz Söğütlü,Kahramanmaraş,16
Oğuz Yazıcıoğlu,Adana,16
Oğuzhan Asiltürk,Ankara,16
Ömer Barutçu,Zonguldak,16
Ömer Buyrukçu,Antalya,16
Ömer Çakıroğlu,Trabzon,16
Ömer Dedeoğlu,Tokat,16
Ömer İhsan Paköz,Denizli,16
Ömer Kahraman,Tekirdağ,16
Ömer Lütfi Erzurumluoğlu,Yozgat,16
Önder Sav,Ankara,16
Önol Şakar,Manisa,16
Orhan Akbulut,Sivas,16
Orhan Alp,Ankara,16
Orhan Birgit,İstanbul,16
Orhan Eren,Ankara,16
Orhan Eyüboğlu,İstanbul,16
Orhan Sezal,Kahramanmaraş,16
Orhan Yağcı,Bilecik,16
Osman Demirci,Erzurum,16
Osman Kaya,İstanbul,16
Osman Orhan Çaneri,Çanakkale,16
Osman Özer,İstanbul,16
Özer Yılmaz,Bursa,16
Rahmi Kumaş,Trabzon,16
Ramazan Çalışkan,İçel (Mersin),16
Ramazan Yıldırım,Adıyaman,16
Rasim Küçükel,Elazığ,16
Recep Özel,İstanbul,16
Rıfkı Danışman,Erzurum,16
Rıza Polat,Ağrı,16
Sabahattin Adalı,Hatay,16
Sabit Osman Avcı,İstanbul,16
Sabri Öztürk,Hatay,16
Sabri Tığlı,Kastamonu,16
Sadettin Bilgiç,İstanbul,16
Sadi Somuncuoğlu,Niğde,16
Sadullah Usumi,Balıkesir,16
Saffet Ural,Bursa,16
Sait Göker,Bingöl,16
Salih Özcan,Şanlıurfa,16
Sami Gökmen,Muğla,16
Sami Kumbasar,Rize,16
Sebati Ataman,Ankara,16
Selahattin Gürdrama,Sakarya,16
Selahattin Öcal,Ankara,16
Selami Gürgüç,Aydın,16
Selçuk Erverdi,Erzurum,16
Şener Battal,Konya,16
Şerafettin Elçi,Mardin,16
Sermet Durmuşoğlu,Tokat,16
Sevil Korum,İstanbul,16
Seyfi Öztürk,Eskişehir,16
Şinasi Osma,İzmir,16
Şükrü Abbasoğlu,Giresun,16
Şükrü Bütün,Çorum,16
Süleyman Arif Emre,İstanbul,16
Süleyman Demirel,Isparta,16
Süleyman Genç,İzmir,16
Süleyman Orhan Uluçay,Samsun,16
Süleyman Sabri Öznal,Edirne,16
Süleyman Şimşek,İçel (Mersin),16
Sümer Oral,Manisa,16
Tahir Büyükkörükçü,Konya,16
Talat Asal,İzmir,16
Tarhan Erdem,İstanbul,16
Temel Ateş,Ordu,16
Temel Karamollaoğlu,Sivas,16
Teoman Köprülüler,Ankara,16
Tevfik Koraltan,Sivas,16
Teyfik Fikret Övet,Sinop,16
Timuçin Turan,Erzincan,16
Tuncay Mataracı,Rize,16
Turan Fırat,Malatya,16
Turan Güneş,Kocaeli,16
Turan Koçal,İstanbul,16
Turgut Artaç,Kars,16
Turgut Nizamoğlu,Yozgat,16
Turgut Toker,Ankara,16
Turgut Yücel,Gümüşhane,16
Turhan Feyzioğlu,Kayseri,16
Vecdi İlhan,Kastamonu,16
Vehbi Meşhur,Amasya,16
Veli Yıldız,İçel (Mersin),16
Veli Zeren,Yozgat,16
Yahya Uslu,Manisa,16
Yakup Üstün,Isparta,16
Yalçın Gürsel,İstanbul,16
Yaşar Ceyhan,Ankara,16
Yaşar Kemal Yüksekli,Nevşehir,16
Yılmaz Alpaslan,Tekirdağ,16
Yılmaz Balta,Rize,16
Yılmaz Cemal Bor,Niğde,16
Yılmaz Ergenekon,Bursa,16
Yüksel Çakmur,İzmir,16
Yusuf Cemal Özkan,Eskişehir,16
Yusuf Fevzi Arıcı,İçel (Mersin),16
Yusuf Gültekin,Erzurum,16
Yusuf İzzet Akçal,Rize,16
Yusuf Kenan Bulutoğlu,Samsun,16
Yusuf Uysal,Isparta,16
Yusuf Ziya Ural,İçel (Mersin),16
Zeki Çeliker,Siirt,16
Zeki Efeoğlu,İzmir,16
Zeki Eroğlu,İstanbul,16
Zeki Karagözlü,Manisa,16
Zeyyat Mandalinci,Muğla,16
Abdulhalim Aras,Kocaeli,17
Abdulkerim Yılmaz Erdem,Mardin,17
Abdullah Altıntaş,Afyonkarahisar,17
Abdullah Çakırefe,Manisa,17
Abdullah Cengiz Dağyar,Antalya,17
Abdullah Tenekeci,Konya,17
Abdurrahman Bozkır,Konya,17
Abdurrahman Demirtaş,Hatay,17
Abdurrahman Necati Kara'a,Kütahya,17
Ahmet Akgün Albayrak,Adana,17
Ahmet Altıntaş,Muğla,17
Ahmet Ata Aksu,Gaziantep,17
Ahmet Bağçeci,Yozgat,17
Ahmet Büyükuğur,Kütahya,17
Ahmet Cevdet Karslı,Giresun,17
Ahmet Doğru,Artvin,17
Ahmet Ekici,Kütahya,17
Ahmet İlhami Kösem,Malatya,17
Ahmet Karaevli,Tekirdağ,17
Ahmet Kemal Aydar,Ankara,17
Ahmet Kurtcebe Alptemoçin,Bursa,17
Ahmet Memduh Yaşa,İstanbul,17
Ahmet Mesut Yılmaz,Rize,17
Ahmet Özkan,Çankırı,17
Ahmet Remzi Çerçi,Adana,17
Ahmet Sabahattin Özbek,Bursa,17
Ahmet Şamil Kazokoğlu,Bolu,17
Ahmet Sarp,Diyarbakır,17
Ahmet Şevket Gedik,Adana,17
Ahmet Sırrı Özbek,Adıyaman,17
Ahmet Süter,İzmir,17
Ahmet Turan Soğancıoğlu,Sivas,17
Ahmet Yılmaz,Giresun,17
Akif Kocaman,Gümüşhane,17
Alaattin Fırat,Muş,17
Alaeddin Kısakürek,Kahramanmaraş,17
Ali Aşkın Toktaş,İzmir,17
Ali Ayhan Çetin,Çorum,17
Ali Babaoğlu,Nevşehir,17
Ali Bozer,Ankara,17
Ali Dizdaroğlu,Antalya,17
Ali İhsan Elgin,İçel (Mersin),17
Ali Kemal Erdem,Burdur,17
Ali Mazhar Haznedar,Ordu,17
Ali Rıdvan Yıldırım,Tunceli,17
Ali Rıfkı Atasever,Tekirdağ,17
Ali Rıza Akaydın,Çorum,17
Ali Tanrıyar,İstanbul,17
Ali Topçuoğlu,Kahramanmaraş,17
Alpaslan Pehlivanlı,Ankara,17
Altan Kavak,İstanbul,17
Altınok Esen,Konya,17
Arif Ağaoğlu,Adıyaman,17
Arif Şevket Bilgin,Rize,17
Arif Toprak,Niğde,17
Arife Necla Tekinel,İstanbul,17
Arsan Savaş Arpacıoğlu,Amasya,17
Atilla Sın,Muş,17
Aycan Çakıroğulları,Denizli,17
Aydın Baran,Siirt,17
Aydın Güven Gürkan,Antalya,17
Ayhan Fırat,Malatya,17
Ayhan Sakallıoğlu,Sakarya,17
Ayhan Uysal,Çanakkale,17
Aziz Bülent Öncel,Şanlıurfa,17
Aziz Kaygısız,Kars,17
Bahri Karakeçili,Şanlıurfa,17
Bahriye Üçok,Ordu,17
Barlas Doğu,Ankara,17
Bedrettin Doğancan Akyürek,İstanbul,17
Behiç Sadi Abbasoğlu,İstanbul,17
Berati Erdoğan,Samsun,17
Beşir Çelebioğlu,Mardin,17
Bilal Şişman,İstanbul,17
Birsel Sönmez,Niğde,17
Bülend Ulusu,İstanbul,17
Bülent Akarcalı,İstanbul,17
Burcan Emirbayer,İzmir,17
Burhan Cahit Gündüz,İzmir,17
Burhan Kara,Giresun,17
Cafer Tayyar Sadıklar,Çanakkale,17
Cahit Karakaş,Zonguldak,17
Cahit Tutum,Balıkesir,17
Cemal Büyükbaş,Eskişehir,17
Cemal Özbilen,Kırklareli,17
Cemal Özdemir,Tokat,17
Cengiz Tuncer,Kayseri,17
Cevdet Karakurt,Diyarbakır,17
Coşkun Bayram,Adana,17
Davut Abacıgil,Balıkesir,17
Doğan Kasaroğlu,İstanbul,17
Ebubekir Akay,Erzurum,17
Edip Özgenç,İçel (Mersin),17
Emin Alpkaya,Niğde,17
Emin Fahrettin Özdilek,Konya,17
Engin Cansızoğlu,Zonguldak,17
Enver Özcan,Tokat,17
Erol Ağagil,Kırklareli,17
Erol Bülent Yalçınkaya,Kastamonu,17
Ertuğrul Gökgün,Aydın,17
Eşref Akıncı,Ankara,17
Eyüp Aşık,Trabzon,17
Fahir Sabuniş,Bursa,17
Fahrettin Kurt,Trabzon,17
Fahri Şahin,Malatya,17
Faik Tarımcıoğlu,Bitlis,17
Faruk Dırık,Nevşehir,17
Fatma Mihriban Erden,Isparta,17
Fatma Rezan Şahinkaya,Ankara,17
Fazıl Osman Yöney,İstanbul,17
Fehmi Memişoğlu,Rize,17
Feridun Şakir Öğünç,İstanbul,17
Ferit Melen,Van,17
Fethi Çelikbaş,Burdur,17
Fevzi Necdet Erdinç,Van,17
Feyzullah Yıldırır,Gaziantep,17
Fikret Ertan,İzmir,17
Fikri Sağlar,İçel (Mersin),17
Fuat Öztekin,Bolu,17
Galip Deniz,Gaziantep,17
Göksel Kalaycıoğlu,Ankara,17
Gülami Erdoğan,Samsun,17
Günseli Özkaya,İstanbul,17
Hacı Turan Öztürk,Nevşehir,17
Hakkı Artukarslan,Bingöl,17
Hakkı Yılmaz Önen,İzmir,17
Halil İbrahim Karal,Ankara,17
Halil İbrahim Şahin,Denizli,17
Halil Nüzhet Goral,Aydın,17
Halil Orhan Ergüder,İstanbul,17
Halil Şıvgın,Ankara,17
Halis Soylu,Kars,17
Halit Barış Can,Sinop,17
Haluk Bayülken,Antalya,17
Hamdi Özsoy,Afyonkarahisar,17
Hamit Melek,Hatay,17
Hasan Adnan Tutkun,Amasya,17
Hasan Altay,Samsun,17
Hasan Fecri Alpaslan,Ağrı,17
Hasan Pertev Aşçıoğlu,Zonguldak,17
Haydar Koyuncu,Konya,17
Haydar Özalp,Niğde,17
Hayrettin Elmas,İstanbul,17
Hayrettin Ozansoy,Diyarbakır,17
Hayrullah Olca,İzmir,17
Hazım Kutay,Ankara,17
Hikmet Biçentürk,İçel (Mersin),17
Hilmi Biçer,Sinop,17
Hilmi Nalbantoğlu,Erzurum,17
Hüseyin Avni Güler,İstanbul,17
Hüseyin Avni Sağesen,Ordu,17
Hüseyin Aydemir,İzmir,17
Hüseyin Aydın Arvasi,Van,17
Hüseyin Cahit Aral,Ankara,17
Hüseyin Mükerrem Hiç,Yozgat,17
Hüseyin Sabri Keskin,Kastamonu,17
Hüseyin Şen,Artvin,17
İbrahim Aydoğan,İçel (Mersin),17
İbrahim Cüneyt Canver,Adana,17
İbrahim Fevzi Yaman,Isparta,17
İbrahim Halil Ural,İstanbul,17
İbrahim Özbıyık,Kayseri,17
İbrahim Özdemir,İstanbul,17
İbrahim Taşdemir,Ağrı,17
İbrahim Tayyar Fahrettin Uluç,Samsun,17
İbrahim Turan,Gümüşhane,17
İdris Gürpınar,Muğla,17
İhsan Gürbüz,Hatay,17
İhsan Nazmi Tombuş,Çorum,17
İhsan Nuri Topkaya,Ordu,17
İlhan Aküzüm,Kars,17
İlhan Aras,Erzurum,17
İlhan Aşkın,Bursa,17
İlhan Dinçel,Malatya,17
İlker Tuncay,Çankırı,17
İlyas Aktaş,Samsun,17
İmren Aykut,İstanbul,17
İsa Vardal,Zonguldak,17
Işılay Saygın,İzmir,17
İskender Cenap Ege,Aydın,17
İsmail Dayı,Balıkesir,17
İsmail Özdağlar,Manisa,17
İsmail Saruhan,Ankara,17
İsmail Şengün,Denizli,17
İsmail Üğdül,Edirne,17
İsmet Ergül,Kırşehir,17
İsmet Oktay,Eskişehir,17
İsmet Özarslan,Amasya,17
İsmet Tavgaç,Bursa,17
Kadir Demir,Konya,17
Kadir Narin,Diyarbakır,17
Kadri Altay,Antalya,17
Kamil Tuğrul Coşkunoğlu,Ankara,17
Kamran İnan,Bitlis,17
Kamran Karaman,Hatay,17
Kaya Erdem,İzmir,17
Kazım İpek,Amasya,17
Kazım Oksay,Bolu,17
Kemal İğrek,Bursa,17
Kemal Or,Konya,17
Kemal Özer,İstanbul,17
Kenan Nuri Nehrozoğlu,Mardin,17
Ledin Barlas,Adana,17
Leyla Yeniay Köseoğlu,İstanbul,17
Lezgin Önal,Hakkâri,17
Lütfullah Kayalar,Yozgat,17
Mahmut Akkılıç,İzmir,17
Mahmut Altunakar,Diyarbakır,17
Mahmut Karabulut,Sivas,17
Mahmut Oltan Sungurlu,Gümüşhane,17
Mahmut Orhon,Yozgat,17
Mehmet Abdurrezak Ceylan,Siirt,17
Mehmet Ali Doğuşlu,Bingöl,17
Mehmet Arif Atalay,Adıyaman,17
Mehmet Aydın,Samsun,17
Mehmet Azizoğlu,Bursa,17
Mehmet Besim Göçer,Çorum,17
Mehmet Budak,Kırşehir,17
Mehmet Deliceoğlu,Adıyaman,17
Mehmet Erdal Durukan,Adana,17
Mehmet Fenni İslimyeli,Balıkesir,17
Mehmet Gürbüz Şakranlı,Manisa,17
Mehmet Hayri Osmanlıoğlu,Gaziantep,17
Mehmet Kafkaslıgil,İstanbul,17
Mehmet Kara,Trabzon,17
Mehmet Kemal Gökçora,Bursa,17
Mehmet Kocabaş,İçel (Mersin),17
Mehmet Memduh Gökçen,Bursa,17
Mehmet Muhlis Arıkan,Samsun,17
Mehmet Necat Eldem,Mardin,17
Mehmet Nuri Üzel,Eskişehir,17
Mehmet Onur,Kahramanmaraş,17
Mehmet Özalp,Aydın,17
Mehmet Özdemir,Elazığ,17
Mehmet Rüştü Şardağ,İzmir,17
Mehmet Sağdıç,Ankara,17
Mehmet Sait Erol,Hakkâri,17
Mehmet Sedat Turan,Kayseri,17
Mehmet Sezai Pekuslu,Ankara,17
Mehmet Timur Çınar,Manisa,17
Mehmet Topaç,Uşak,17
Mehmet Turan Bayazıt,Kahramanmaraş,17
Mehmet Umur Akarca,Muğla,17
Mehmet Üner,Kayseri,17
Mehmet Yaşar,Ağrı,17
Mehmet Zeki Uzun,Tokat,17
Mekin Sarıoğlu,Manisa,17
Metin Ataman,Isparta,17
Metin Balıbey,Afyonkarahisar,17
Metin Emiroğlu,Malatya,17
Metin Gürdere,Tokat,17
Metin Üstünel,Adana,17
Metin Yaman,Erzincan,17
Mirza Kurşunluoğlu,Van,17
Mucip Ataklı,İstanbul,17
Muhittin Yıldırım,Edirne,17
Muhteşem Vasıf Yücel,Zonguldak,17
Mükerrem Taşçıoğlu,Sivas,17
Mümtaz Güler,Uşak,17
Mümtaz Özkök,Sakarya,17
Münir Fuat Yazıcı,Manisa,17
Münir Sevinç,Eskişehir,17
Murat Sökmenoğlu,Hatay,17
Musa Ateş,Tunceli,17
Musa Öğün,Kars,17
Mustafa Balcılar,Eskişehir,17
Mustafa Batgün,Kocaeli,17
Mustafa Çakaloğlu,Antalya,17
Mustafa Çelebi,Hatay,17
Mustafa Demir,Şanlıurfa,17
Mustafa Ertuğrul Ünlü,Bursa,17
Mustafa İzci,Manisa,17
Mustafa Kalemli,Kütahya,17
Mustafa Kani Bürke,Denizli,17
Mustafa Kemal Palaoğlu,Sivas,17
Mustafa Kemal Toğay,Isparta,17
Mustafa Kılıçaslan,Sakarya,17
Mustafa Rıfkı Yaylalı,Erzurum,17
Mustafa Rüştü Taşar,Gaziantep,17
Mustafa Sabri Güvenç,Niğde,17
Mustafa Şahin,Kayseri,17
Mustafa Tınaz Titiz,İstanbul,17
Mustafa Tosun Çorapçıoğlu,Balıkesir,17
Mustafa Uğur Ener,Kütahya,17
Muzaffer Arıcı,Denizli,17
Muzaffer İlhan,Muğla,17
Muzaffer Yıldırım,Kayseri,17
Nabi Poyraz,Ordu,17
Nabi Sabuncu,Aydın,17
Naci Taşel,Elazığ,17
Nadir Pazarbaşı,Çanakkale,17
Namık Kemal Şentürk,İstanbul,17
Nazmi Önder,Muş,17
Necat Tunçsiper,Balıkesir,17
Necdet Calp,Ankara,17
Necip Oğuzhan Artukoğlu,Burdur,17
Necmettin Karaduman,Trabzon,17
Nejat Abdullah Gülecek,Ankara,17
Nejdet Naci Mimaroğlu,Siirt,17
Neriman Elgin,Ankara,17
Nevzat Bıyıklı,Artvin,17
Nevzat Yağcı,Elazığ,17
Nihat Akpak,Sakarya,17
Nihat Harmancı,Konya,17
Nihat Türker,Afyonkarahisar,17
Nuh Mehmet Kaşıkçı,Kayseri,17
Nurettin Yağanoğlu,Adana,17
Nuri Korkmaz,Adana,17
Ogan Soysal,Ankara,17
Ömer Ferruh İlter,İstanbul,17
Ömer Kuşhan,Kars,17
Ömer Necati Cengiz,İstanbul,17
Onural Şeref Bozkurt,Çanakkale,17
Orhan Otağ,Kocaeli,17
Osman Bahadır,Trabzon,17
Osman Doğan,Şanlıurfa,17
Osman Esgin Tipi,Aydın,17
Osman Işık,Ankara,17
Osman Nuri Akyol,Kocaeli,17
Özdemir Pehlivanoğlu,İzmir,17
Özer Gürbüz,Sinop,17
Özgür Barutçu,Diyarbakır,17
Paşa Sarıoğlu,Ağrı,17
Rafet İbrahimoğlu,Bitlis,17
Recep Ercüment Konukman,İstanbul,17
Recep Kaya,Bilecik,17
Reşit Akif Ülker,İstanbul,17
Rıfat Bayazıt,Kahramanmaraş,17
Rıza Öner Çakan,Zonguldak,17
Rıza Tekin,Siirt,17
Ruşan Işın,Sivas,17
Rüştü Kazım Yücelen,İçel (Mersin),17
Sabahattin Aras,Erzurum,17
Sabahattin Eryurt,Erzurum,17
Şaban Küçükoğlu,Kastamonu,17
Sabit Batumlu,İstanbul,17
Sabri Aras,Kars,17
Sabri Irmak,Konya,17
Sadettin Ağacık,Kastamonu,17
Safa Giray,İstanbul,17
Saffet Sakarya,Çankırı,17
Saffet Sert,Konya,17
Salih Alcan,Tekirdağ,17
Salim Erel,Konya,17
Seçkin Fırat,Bolu,17
Selahattin Taflıoğlu,Yozgat,17
Selçuk Akıncı,Tekirdağ,17
Selim Koçaker,Tokat,17
Şen İsmet Turhangil,Manisa,17
Şerafettin Toktaş,Balıkesir,17
Şevki Taştan,Sivas,17
Seyfi Oktay,Ankara,17
Şeyhmus Bahçeci,Diyarbakır,17
Seyit Hüsamettin Konuksever,Edirne,17
Sinan Fevzi Fırat,Zonguldak,17
Sudi Türel,Antalya,17
Suha Tanık,İzmir,17
Şükrü Babacan,Kırklareli,17
Şükrü Yürür,Ordu,17
Şükrü Yüzbaşıoğlu,Afyonkarahisar,17
Süleyman Çelebi,Mardin,17
Süleyman Koyuncugil,Gaziantep,17
Süleyman Yağcıoğlu,Samsun,17
Sururi Baykal,Ankara,17
Talat Sargın,Tokat,17
Talat Zengin,Malatya,17
Tevfik Bilal,Hatay,17
Tevfik Güneş,Kırşehir,17
Togay Gemalmaz,Erzurum,17
Tülay Öney,İstanbul,17
Turgut Halit Kunter,Rize,17
Turgut Özal,İstanbul,17
Turgut Sera Tirali,Giresun,17
Turgut Sözer,Sakarya,17
Turgut Sunalp,İzmir,17
Turgut Yaşar Gülez,Bolu,17
Türkan Turgut Arıkan,Edirne,17
Ülkü Söylemezoğlu,Kahramanmaraş,17
Ünal Akkaya,Çorum,17
Ünal Yaşar,Gaziantep,17
Vecihi Akın,Konya,17
Vecihi Ataklı,Şanlıurfa,17
Vehbi Batuman,Adana,17
Vehbi Dinçerler,İstanbul,17
Veysel Atasoy,Zonguldak,17
Veysel Varol,Erzincan,17
Vural Arıkan,İzmir,17
Yaşar Albayrak,İstanbul,17
Yavuz Köymen,Giresun,17
Yıldırım Akbulut,Erzincan,17
Yılmaz Altuğ,Sivas,17
Yılmaz Demir,Bilecik,17
Yılmaz Hocaoğlu,Adana,17
Yılmaz İhsan Hastürk,İstanbul,17
Yusuf Demir,Uşak,17
Yusuf Salih Güngörmez,Kocaeli,17
Yusuf Ziya Kazancıoğlu,Trabzon,17
Zeki Yavuztürk,Elazığ,17
Ziya Ercan,Konya,17
Abdülbaki Albayrak,İstanbul,18
Abdulhalim Aras,Kocaeli,18
Abdülkadir Aksu,Diyarbakır,18
Abdülkadir Ateş,Gaziantep,18
Abdülkadir Cenkçiler,Bursa,18
